second,idle_count,walking_count,total_count
9428,0,0,0
9429,0,0,0
9430,0,0,0
9431,0,0,0
9432,0,0,0
9433,0,0,0
9434,0,0,0
9435,0,0,0
9436,0,0,0
9437,0,0,0
9438,0,0,0
9439,0,0,0
9440,0,0,0
9441,0,0,0
9442,0,0,0
9443,0,0,0
9444,0,0,0
9445,0,0,0
9446,0,0,0
9447,0,0,0
9448,0,0,0
9449,0,0,0
9450,0,0,0
9451,0,0,0
9452,0,0,0
9453,0,0,0
9454,0,0,0
9455,0,0,0
9456,0,0,0
9457,0,0,0
9458,0,0,0
9459,0,0,0
9460,0,0,0
9461,0,0,0
9462,0,0,0
9463,0,0,0
9464,0,0,0
9465,0,0,0
9466,0,0,0
9467,0,0,0
9468,0,0,0
9469,0,0,0
9470,0,0,0
9471,0,0,0
9472,0,0,0
9473,0,0,0
9474,0,0,0
9475,0,0,0
9476,0,0,0
9477,0,0,0
9478,0,0,0
9479,0,0,0
9480,0,0,0
9481,0,0,0
9482,0,0,0
9483,0,0,0
9484,0,0,0
9485,0,0,0
9486,0,0,0
9487,0,0,0
9488,0,0,0
9489,0,0,0
9490,0,0,0
9491,0,0,0
9492,0,0,0
9493,0,0,0
9494,0,0,0
9495,0,0,0
9496,0,0,0
9497,0,0,0
9498,0,0,0
9499,0,0,0
9500,0,0,0
9501,0,0,0
9502,0,0,0
9503,0,0,0
9504,0,0,0
9505,0,0,0
9506,0,0,0
9507,0,0,0
9508,0,0,0
9509,0,0,0
9510,0,0,0
9511,0,0,0
9512,0,0,0
9513,0,0,0
9514,0,0,0
9515,0,0,0
9516,0,0,0
9517,0,0,0
9518,0,0,0
9519,0,0,0
9520,0,0,0
9521,0,0,0
9522,0,0,0
9523,0,0,0
9524,0,0,0
9525,0,0,0
9526,0,0,0
9527,0,0,0
9528,0,0,0
9529,0,0,0
9530,0,0,0
9531,0,0,0
9532,0,0,0
9533,0,0,0
9534,0,0,0
9535,0,0,0
9536,0,0,0
9537,0,0,0
9538,0,0,0
9539,0,0,0
9540,0,0,0
9541,0,0,0
9542,0,0,0
9543,0,0,0
9544,0,0,0
9545,0,0,0
9546,0,0,0
9547,0,0,0
9548,0,0,0
9549,0,0,0
9550,0,0,0
9551,0,0,0
9552,0,0,0
9553,0,0,0
9554,0,0,0
9555,0,0,0
9556,0,0,0
9557,0,0,0
9558,0,0,0
9559,0,0,0
9560,0,0,0
9561,0,0,0
9562,0,0,0
9563,0,0,0
9564,0,0,0
9565,0,0,0
9566,0,0,0
9567,0,0,0
9568,0,0,0
9569,0,0,0
9570,0,0,0
9571,0,0,0
9572,0,0,0
9573,0,0,0
9574,0,0,0
9575,0,0,0
9576,0,0,0
9577,0,0,0
9578,0,0,0
9579,0,0,0
9580,0,0,0
9581,0,0,0
9582,0,0,0
9583,0,0,0
9584,0,0,0
9585,0,0,0
9586,0,0,0
9587,0,0,0
9588,0,0,0
9589,0,0,0
9590,0,0,0
9591,0,0,0
9592,0,0,0
9593,0,0,0
9594,0,0,0
9595,0,0,0
9596,0,0,0
9597,0,0,0
9598,0,0,0
9599,0,0,0
9600,0,0,0
9601,0,0,0
9602,0,0,0
9603,0,0,0
9604,0,0,0
9605,0,0,0
9606,0,0,0
9607,0,0,0
9608,0,0,0
9609,0,0,0
9610,0,0,0
9611,0,0,0
9612,0,0,0
9613,0,0,0
9614,0,0,0
9615,0,0,0
9616,0,0,0
9617,0,0,0
9618,0,0,0
9619,0,0,0
9620,0,0,0
9621,0,0,0
9622,0,0,0
9623,0,0,0
9624,0,0,0
9625,0,0,0
9626,0,0,0
9627,0,0,0
9628,0,0,0
9629,0,0,0
9630,0,0,0
9631,0,0,0
9632,0,0,0
9633,0,0,0
9634,0,0,0
9635,0,0,0
9636,0,0,0
9637,0,0,0
9638,0,0,0
9639,0,0,0
9640,0,0,0
9641,0,0,0
9642,0,0,0
9643,0,0,0
9644,0,0,0
9645,0,0,0
9646,0,0,0
9647,0,0,0
9648,0,0,0
9649,0,0,0
9650,0,0,0
9651,0,0,0
9652,0,0,0
9653,0,0,0
9654,0,0,0
9655,0,0,0
9656,0,0,0
9657,0,0,0
9658,0,0,0
9659,0,0,0
9660,0,0,0
9661,0,0,0
9662,0,0,0
9663,0,0,0
9664,0,0,0
9665,0,0,0
9666,0,0,0
9667,0,0,0
9668,0,0,0
9669,0,0,0
9670,0,0,0
9671,0,0,0
9672,0,0,0
9673,0,0,0
9674,0,0,0
9675,0,0,0
9676,0,0,0
9677,0,0,0
9678,0,0,0
9679,0,0,0
9680,0,0,0
9681,0,0,0
9682,0,0,0
9683,0,0,0
9684,0,0,0
9685,0,0,0
9686,0,0,0
9687,0,0,0
9688,0,0,0
9689,0,0,0
9690,0,0,0
9691,0,0,0
9692,0,0,0
9693,0,0,0
9694,0,0,0
9695,0,0,0
9696,0,0,0
9697,0,0,0
9698,0,0,0
9699,0,0,0
9700,0,0,0
9701,0,0,0
9702,0,0,0
9703,0,0,0
9704,0,0,0
9705,0,0,0
9706,0,0,0
9707,0,0,0
9708,0,0,0
9709,0,0,0
9710,0,0,0
9711,0,0,0
9712,0,0,0
9713,0,0,0
9714,0,0,0
9715,0,0,0
9716,0,0,0
9717,0,0,0
9718,0,0,0
9719,0,0,0
9720,0,0,0
9721,0,0,0
9722,0,0,0
9723,0,0,0
9724,0,0,0
9725,0,0,0
9726,0,0,0
9727,0,0,0
9728,0,0,0
9729,0,0,0
9730,0,0,0
9731,0,0,0
9732,0,0,0
9733,0,0,0
9734,0,0,0
9735,0,0,0
9736,0,0,0
9737,0,0,0
9738,0,0,0
9739,0,0,0
9740,0,0,0
9741,0,0,0
9742,0,0,0
9743,0,0,0
9744,0,0,0
9745,0,0,0
9746,0,0,0
9747,0,0,0
9748,0,0,0
9749,0,0,0
9750,0,0,0
9751,0,0,0
9752,0,0,0
9753,0,0,0
9754,0,0,0
9755,0,0,0
9756,0,0,0
9757,0,0,0
9758,0,0,0
9759,0,0,0
9760,0,0,0
9761,0,0,0
9762,0,0,0
9763,0,0,0
9764,0,0,0
9765,0,0,0
9766,0,0,0
9767,0,0,0
9768,0,0,0
9769,0,0,0
9770,0,0,0
9771,0,0,0
9772,0,0,0
9773,0,0,0
9774,0,0,0
9775,0,0,0
9776,0,0,0
9777,0,0,0
9778,0,0,0
9779,0,0,0
9780,0,0,0
9781,0,0,0
9782,0,0,0
9783,0,0,0
9784,0,0,0
9785,0,0,0
9786,0,0,0
9787,0,0,0
9788,0,0,0
9789,0,0,0
9790,0,0,0
9791,0,0,0
9792,0,0,0
9793,0,0,0
9794,0,0,0
9795,0,0,0
9796,0,0,0
9797,0,0,0
9798,0,0,0
9799,0,0,0
9800,0,0,0
9801,0,0,0
9802,0,0,0
9803,0,0,0
9804,0,0,0
9805,0,0,0
9806,0,0,0
9807,0,0,0
9808,0,0,0
9809,0,0,0
9810,0,0,0
9811,0,0,0
9812,0,0,0
9813,0,0,0
9814,0,0,0
9815,0,0,0
9816,0,0,0
9817,0,0,0
9818,0,0,0
9819,0,0,0
9820,0,0,0
9821,0,0,0
9822,0,0,0
9823,0,0,0
9824,0,0,0
9825,0,0,0
9826,0,0,0
9827,0,0,0
9828,0,0,0
9829,0,0,0
9830,0,0,0
9831,0,0,0
9832,0,0,0
9833,0,0,0
9834,0,0,0
9835,0,0,0
9836,0,0,0
9837,0,0,0
9838,0,0,0
9839,0,0,0
9840,0,0,0
9841,0,0,0
9842,0,0,0
9843,0,0,0
9844,0,0,0
9845,0,0,0
9846,0,0,0
9847,0,0,0
9848,0,0,0
9849,0,0,0
9850,0,0,0
9851,0,0,0
9852,0,0,0
9853,0,0,0
9854,0,0,0
9855,0,0,0
9856,0,0,0
9857,0,0,0
9858,0,0,0
9859,0,0,0
9860,0,0,0
9861,0,0,0
9862,0,0,0
9863,0,0,0
9864,0,0,0
9865,0,0,0
9866,0,0,0
9867,0,0,0
9868,0,0,0
9869,0,0,0
9870,0,0,0
9871,0,0,0
9872,0,0,0
9873,0,0,0
9874,0,0,0
9875,0,0,0
9876,0,0,0
9877,0,0,0
9878,0,0,0
9879,0,0,0
9880,0,0,0
9881,0,0,0
9882,0,0,0
9883,0,0,0
9884,0,0,0
9885,0,0,0
9886,0,0,0
9887,0,0,0
9888,0,0,0
9889,0,0,0
9890,0,0,0
9891,0,0,0
9892,0,0,0
9893,0,0,0
9894,0,0,0
9895,0,0,0
9896,0,0,0
9897,0,0,0
9898,0,0,0
9899,0,0,0
9900,0,0,0
9901,0,0,0
9902,0,0,0
9903,0,0,0
9904,0,0,0
9905,0,0,0
9906,0,0,0
9907,0,0,0
9908,0,0,0
9909,0,0,0
9910,0,0,0
9911,0,0,0
9912,0,0,0
9913,0,0,0
9914,0,0,0
9915,0,0,0
9916,0,0,0
9917,0,0,0
9918,0,0,0
9919,0,0,0
9920,0,0,0
9921,0,0,0
9922,0,0,0
9923,0,0,0
9924,0,0,0
9925,0,0,0
9926,0,0,0
9927,0,0,0
9928,0,0,0
9929,0,0,0
9930,0,0,0
9931,0,0,0
9932,0,0,0
9933,0,0,0
9934,0,0,0
9935,0,0,0
9936,0,0,0
9937,0,0,0
9938,0,0,0
9939,0,0,0
9940,0,0,0
9941,0,0,0
9942,0,0,0
9943,0,0,0
9944,0,0,0
9945,0,0,0
9946,0,0,0
9947,0,0,0
9948,0,0,0
9949,0,0,0
9950,0,0,0
9951,0,0,0
9952,0,0,0
9953,0,0,0
9954,0,0,0
9955,0,0,0
9956,0,0,0
9957,0,0,0
9958,0,0,0
9959,0,0,0
9960,0,0,0
9961,0,0,0
9962,0,0,0
9963,0,0,0
9964,0,0,0
9965,0,0,0
9966,0,0,0
9967,0,0,0
9968,0,0,0
9969,0,0,0
9970,0,0,0
9971,0,0,0
9972,0,0,0
9973,0,0,0
9974,0,0,0
9975,0,0,0
9976,0,0,0
9977,0,0,0
9978,0,0,0
9979,0,0,0
9980,0,0,0
9981,0,0,0
9982,0,0,0
9983,0,0,0
9984,0,0,0
9985,0,0,0
9986,0,0,0
9987,0,0,0
9988,0,0,0
9989,0,0,0
9990,0,0,0
9991,0,0,0
9992,0,0,0
9993,0,0,0
9994,0,0,0
9995,0,0,0
9996,0,0,0
9997,0,0,0
9998,0,0,0
9999,0,0,0
10000,0,0,0
10001,0,0,0
10002,0,0,0
10003,0,0,0
10004,0,0,0
10005,0,0,0
10006,0,0,0
10007,0,0,0
10008,0,0,0
10009,0,0,0
10010,0,0,0
10011,0,0,0
10012,0,0,0
10013,0,0,0
10014,0,0,0
10015,0,0,0
10016,0,0,0
10017,0,0,0
10018,0,0,0
10019,0,0,0
10020,0,0,0
10021,0,0,0
10022,0,0,0
10023,0,0,0
10024,0,0,0
10025,0,0,0
10026,0,0,0
10027,0,0,0
10028,0,0,0
10029,0,0,0
10030,0,0,0
10031,0,0,0
10032,0,0,0
10033,0,0,0
10034,0,0,0
10035,0,0,0
10036,0,0,0
10037,0,0,0
10038,0,0,0
10039,0,0,0
10040,0,0,0
10041,0,0,0
10042,0,0,0
10043,0,0,0
10044,0,0,0
10045,0,0,0
10046,0,0,0
10047,0,0,0
10048,0,0,0
10049,0,0,0
10050,0,0,0
10051,0,0,0
10052,0,0,0
10053,0,0,0
10054,0,0,0
10055,0,0,0
10056,0,0,0
10057,0,0,0
10058,0,0,0
10059,0,0,0
10060,0,0,0
10061,0,0,0
10062,0,0,0
10063,0,0,0
10064,0,0,0
10065,0,0,0
10066,0,0,0
10067,0,0,0
10068,0,0,0
10069,0,0,0
10070,0,0,0
10071,0,0,0
10072,0,0,0
10073,0,0,0
10074,0,0,0
10075,0,0,0
10076,0,0,0
10077,0,0,0
10078,0,0,0
10079,0,0,0
10080,0,0,0
10081,0,0,0
10082,0,0,0
10083,0,0,0
10084,0,0,0
10085,0,0,0
10086,1,0,1
10087,1,0,1
10088,2,0,2
10089,2,0,2
10090,2,0,2
10091,2,0,2
10092,2,0,2
10093,1,1,2
10094,1,1,2
10095,0,2,2
10096,0,2,2
10097,0,2,2
10098,0,2,2
10099,0,2,2
10100,0,2,2
10101,0,2,2
10102,0,2,2
10103,0,2,2
10104,0,2,2
10105,0,2,2
10106,0,2,2
10107,0,2,2
10108,0,2,2
10109,0,2,2
10110,0,2,2
10111,0,2,2
10112,0,2,2
10113,0,2,2
10114,0,2,2
10115,0,2,2
10116,0,2,2
10117,0,2,2
10118,0,2,2
10119,0,2,2
10120,0,2,2
10121,0,2,2
10122,0,2,2
10123,0,2,2
10124,0,2,2
10125,0,2,2
10126,0,2,2
10127,0,2,2
10128,0,2,2
10129,0,2,2
10130,0,2,2
10131,0,2,2
10132,0,2,2
10133,0,2,2
10134,0,2,2
10135,0,2,2
10136,0,2,2
10137,1,1,2
10138,1,1,2
10139,2,0,2
10140,2,0,2
10141,2,0,2
10142,2,0,2
10143,2,0,2
10144,2,0,2
10145,2,0,2
10146,2,0,2
10147,2,0,2
10148,2,0,2
10149,2,0,2
10150,2,0,2
10151,2,0,2
10152,2,0,2
10153,2,0,2
10154,2,0,2
10155,2,0,2
10156,2,0,2
10157,2,0,2
10158,2,0,2
10159,2,0,2
10160,2,0,2
10161,2,0,2
10162,2,0,2
10163,2,0,2
10164,2,0,2
10165,2,0,2
10166,2,0,2
10167,2,0,2
10168,2,0,2
10169,1,0,1
10170,1,0,1
10171,0,0,0
10172,0,0,0
10173,0,0,0
10174,0,0,0
10175,0,0,0
10176,0,0,0
10177,0,0,0
10178,0,0,0
10179,0,0,0
10180,0,0,0
10181,0,0,0
10182,0,0,0
10183,0,0,0
10184,0,0,0
10185,0,0,0
10186,0,0,0
10187,0,0,0
10188,0,0,0
10189,0,0,0
10190,0,0,0
10191,0,0,0
10192,0,0,0
10193,0,0,0
10194,0,0,0
10195,0,0,0
10196,0,0,0
10197,0,0,0
10198,0,0,0
10199,0,0,0
10200,0,0,0
10201,0,0,0
10202,0,0,0
10203,0,0,0
10204,0,0,0
10205,0,0,0
10206,0,0,0
10207,0,0,0
10208,0,0,0
10209,0,0,0
10210,0,0,0
10211,0,0,0
10212,0,0,0
10213,0,0,0
10214,0,0,0
10215,0,0,0
10216,0,0,0
10217,0,0,0
10218,0,0,0
10219,0,0,0
10220,0,0,0
10221,0,0,0
10222,0,0,0
10223,0,0,0
10224,0,0,0
10225,0,0,0
10226,0,0,0
10227,0,0,0
10228,0,0,0
10229,0,0,0
10230,0,0,0
10231,0,0,0
10232,0,0,0
10233,0,0,0
10234,0,0,0
10235,0,0,0
10236,0,0,0
10237,0,0,0
10238,0,0,0
10239,0,0,0
10240,0,0,0
10241,0,0,0
10242,0,0,0
10243,0,0,0
10244,0,0,0
10245,0,0,0
10246,0,0,0
10247,0,0,0
10248,0,0,0
10249,0,0,0
10250,0,0,0
10251,0,0,0
10252,0,0,0
10253,0,0,0
10254,0,0,0
10255,0,0,0
10256,0,0,0
10257,0,0,0
10258,0,0,0
10259,0,0,0
10260,0,0,0
10261,0,0,0
10262,0,0,0
10263,0,0,0
10264,0,0,0
10265,0,0,0
10266,0,0,0
10267,0,0,0
10268,0,0,0
10269,0,0,0
10270,0,0,0
10271,0,0,0
10272,0,0,0
10273,0,0,0
10274,0,0,0
10275,0,0,0
10276,0,0,0
10277,0,0,0
10278,0,0,0
10279,0,0,0
10280,0,0,0
10281,0,0,0
10282,0,0,0
10283,0,0,0
10284,0,0,0
10285,0,0,0
10286,0,0,0
10287,0,0,0
10288,0,0,0
10289,0,0,0
10290,0,0,0
10291,0,0,0
10292,0,0,0
10293,0,0,0
10294,0,0,0
10295,0,0,0
10296,0,0,0
10297,0,0,0
10298,0,0,0
10299,0,0,0
10300,0,0,0
10301,0,0,0
10302,0,0,0
10303,0,0,0
10304,0,0,0
10305,0,0,0
10306,0,0,0
10307,0,0,0
10308,0,0,0
10309,0,0,0
10310,0,0,0
10311,0,0,0
10312,0,0,0
10313,0,0,0
10314,0,0,0
10315,0,0,0
10316,0,0,0
10317,0,0,0
10318,0,0,0
10319,0,0,0
10320,0,0,0
10321,0,0,0
10322,0,0,0
10323,0,0,0
10324,0,0,0
10325,0,0,0
10326,0,0,0
10327,0,0,0
10328,0,0,0
10329,0,0,0
10330,0,0,0
10331,0,0,0
10332,0,0,0
10333,0,0,0
10334,0,0,0
10335,0,0,0
10336,0,0,0
10337,0,0,0
10338,0,0,0
10339,0,0,0
10340,0,0,0
10341,0,0,0
10342,0,0,0
10343,0,0,0
10344,0,0,0
10345,0,0,0
10346,0,0,0
10347,0,0,0
10348,0,0,0
10349,0,0,0
10350,0,0,0
10351,0,0,0
10352,0,0,0
10353,0,0,0
10354,0,0,0
10355,0,0,0
10356,0,0,0
10357,0,0,0
10358,0,0,0
10359,0,0,0
10360,0,0,0
10361,0,0,0
10362,0,0,0
10363,0,0,0
10364,0,0,0
10365,0,0,0
10366,0,0,0
10367,0,0,0
10368,0,0,0
10369,0,0,0
10370,0,0,0
10371,0,0,0
10372,0,0,0
10373,0,0,0
10374,0,0,0
10375,0,0,0
10376,0,0,0
10377,0,0,0
10378,0,0,0
10379,0,0,0
10380,0,0,0
10381,0,0,0
10382,0,0,0
10383,0,0,0
10384,0,0,0
10385,0,0,0
10386,0,0,0
10387,0,0,0
10388,0,0,0
10389,0,0,0
10390,0,0,0
10391,0,0,0
10392,0,0,0
10393,0,0,0
10394,0,0,0
10395,0,0,0
10396,0,0,0
10397,0,0,0
10398,0,0,0
10399,0,0,0
10400,0,0,0
10401,0,0,0
10402,0,0,0
10403,0,0,0
10404,0,0,0
10405,0,0,0
10406,0,0,0
10407,0,0,0
10408,0,0,0
10409,0,0,0
10410,0,0,0
10411,0,0,0
10412,0,0,0
10413,0,0,0
10414,0,0,0
10415,0,0,0
10416,0,0,0
10417,0,0,0
10418,0,0,0
10419,0,0,0
10420,0,0,0
10421,0,0,0
10422,0,0,0
10423,0,0,0
10424,0,0,0
10425,0,0,0
10426,0,0,0
10427,0,0,0
10428,0,0,0
10429,0,0,0
10430,0,0,0
10431,0,0,0
10432,0,0,0
10433,0,0,0
10434,0,0,0
10435,0,0,0
10436,0,0,0
10437,0,0,0
10438,0,0,0
10439,0,0,0
10440,0,0,0
10441,0,0,0
10442,0,0,0
10443,0,0,0
10444,0,0,0
10445,0,0,0
10446,0,0,0
10447,0,0,0
10448,0,0,0
10449,0,0,0
10450,0,0,0
10451,0,0,0
10452,0,0,0
10453,0,0,0
10454,0,0,0
10455,0,0,0
10456,0,0,0
10457,0,0,0
10458,0,0,0
10459,0,0,0
10460,0,0,0
10461,0,0,0
10462,0,0,0
10463,0,0,0
10464,0,0,0
10465,0,0,0
10466,0,0,0
10467,0,0,0
10468,0,0,0
10469,0,0,0
10470,0,0,0
10471,0,0,0
10472,0,0,0
10473,0,0,0
10474,0,0,0
10475,0,0,0
10476,0,0,0
10477,0,0,0
10478,0,0,0
10479,0,0,0
10480,0,0,0
10481,0,0,0
10482,0,0,0
10483,0,0,0
10484,0,0,0
10485,0,0,0
10486,0,0,0
10487,0,0,0
10488,0,0,0
10489,0,0,0
10490,0,0,0
10491,0,0,0
10492,0,0,0
10493,0,0,0
10494,0,0,0
10495,0,0,0
10496,0,0,0
10497,0,0,0
10498,0,0,0
10499,0,0,0
10500,0,0,0
10501,0,0,0
10502,0,0,0
10503,0,0,0
10504,0,0,0
10505,0,0,0
10506,0,0,0
10507,0,0,0
10508,0,0,0
10509,0,0,0
10510,0,0,0
10511,0,0,0
10512,0,0,0
10513,0,0,0
10514,0,0,0
10515,0,0,0
10516,0,0,0
10517,0,0,0
10518,0,0,0
10519,0,0,0
10520,0,0,0
10521,0,0,0
10522,0,0,0
10523,0,0,0
10524,0,0,0
10525,0,0,0
10526,0,0,0
10527,0,0,0
10528,0,0,0
10529,0,0,0
10530,0,0,0
10531,0,0,0
10532,0,0,0
10533,0,0,0
10534,0,0,0
10535,0,0,0
10536,0,0,0
10537,0,0,0
10538,0,0,0
10539,0,0,0
10540,0,0,0
10541,1,0,1
10542,1,0,1
10543,1,0,1
10544,1,0,1
10545,1,0,1
10546,1,0,1
10547,1,0,1
10548,1,0,1
10549,1,0,1
10550,1,0,1
10551,1,0,1
10552,1,0,1
10553,1,0,1
10554,1,0,1
10555,1,0,1
10556,1,0,1
10557,1,0,1
10558,1,0,1
10559,1,0,1
10560,1,0,1
10561,1,0,1
10562,1,0,1
10563,1,0,1
10564,1,0,1
10565,1,0,1
10566,1,0,1
10567,1,0,1
10568,1,0,1
10569,1,0,1
10570,1,0,1
10571,1,0,1
10572,1,0,1
10573,1,0,1
10574,1,0,1
10575,1,0,1
10576,1,0,1
10577,1,0,1
10578,1,0,1
10579,1,0,1
10580,1,0,1
10581,1,0,1
10582,1,0,1
10583,1,0,1
10584,1,0,1
10585,1,0,1
10586,1,0,1
10587,1,0,1
10588,1,0,1
10589,1,0,1
10590,1,0,1
10591,1,0,1
10592,1,0,1
10593,1,0,1
10594,1,0,1
10595,1,0,1
10596,1,0,1
10597,1,0,1
10598,1,0,1
10599,1,0,1
10600,1,0,1
10601,1,0,1
10602,1,0,1
10603,1,0,1
10604,1,0,1
10605,0,0,0
10606,0,0,0
10607,0,0,0
10608,0,0,0
10609,0,0,0
10610,0,0,0
10611,0,0,0
10612,0,0,0
10613,0,0,0
10614,0,0,0
10615,0,0,0
10616,0,0,0
10617,0,0,0
10618,0,0,0
10619,0,0,0
10620,0,0,0
10621,0,0,0
10622,0,0,0
10623,0,0,0
10624,0,0,0
10625,0,0,0
10626,0,0,0
10627,0,0,0
10628,0,0,0
10629,0,0,0
10630,0,0,0
10631,0,0,0
10632,0,0,0
10633,0,0,0
10634,0,0,0
10635,0,0,0
10636,0,0,0
10637,0,0,0
10638,0,0,0
10639,0,0,0
10640,0,0,0
10641,0,0,0
10642,0,0,0
10643,0,0,0
10644,0,0,0
10645,0,0,0
10646,0,0,0
10647,0,0,0
10648,0,0,0
10649,0,0,0
10650,0,0,0
10651,0,0,0
10652,0,0,0
10653,0,0,0
10654,0,0,0
10655,0,0,0
10656,0,0,0
10657,0,0,0
10658,0,0,0
10659,0,0,0
10660,0,0,0
10661,0,0,0
10662,0,0,0
10663,0,0,0
10664,0,0,0
10665,0,0,0
10666,0,0,0
10667,0,0,0
10668,0,0,0
10669,0,0,0
10670,0,0,0
10671,0,0,0
10672,0,0,0
10673,0,0,0
10674,0,0,0
10675,0,0,0
10676,0,0,0
10677,0,0,0
10678,0,0,0
10679,0,0,0
10680,0,0,0
10681,0,0,0
10682,0,0,0
10683,0,0,0
10684,0,0,0
10685,0,0,0
10686,0,0,0
10687,0,0,0
10688,0,0,0
10689,0,0,0
10690,0,0,0
10691,0,0,0
10692,0,0,0
10693,0,0,0
10694,0,0,0
10695,0,0,0
10696,0,0,0
10697,0,0,0
10698,0,0,0
10699,0,0,0
10700,0,0,0
10701,0,0,0
10702,0,0,0
10703,0,0,0
10704,0,0,0
10705,0,0,0
10706,0,0,0
10707,0,0,0
10708,0,0,0
10709,0,0,0
10710,0,0,0
10711,0,0,0
10712,0,0,0
10713,0,0,0
10714,0,0,0
10715,0,0,0
10716,0,0,0
10717,0,0,0
10718,0,0,0
10719,0,0,0
10720,0,0,0
10721,0,0,0
10722,0,0,0
10723,0,0,0
10724,0,0,0
10725,0,0,0
10726,0,0,0
10727,0,0,0
10728,0,0,0
10729,0,0,0
10730,0,0,0
10731,0,0,0
10732,0,0,0
10733,0,0,0
10734,0,0,0
10735,0,0,0
10736,0,0,0
10737,0,0,0
10738,0,0,0
10739,0,0,0
10740,0,0,0
10741,0,0,0
10742,0,0,0
10743,0,0,0
10744,0,0,0
10745,0,0,0
10746,0,0,0
10747,0,0,0
10748,0,0,0
10749,0,0,0
10750,0,0,0
10751,0,0,0
10752,0,0,0
10753,0,0,0
10754,0,0,0
10755,0,0,0
10756,0,0,0
10757,0,0,0
10758,0,0,0
10759,0,0,0
10760,0,0,0
10761,0,0,0
10762,0,0,0
10763,0,0,0
10764,0,0,0
10765,0,0,0
10766,0,0,0
10767,0,0,0
10768,0,0,0
10769,0,0,0
10770,0,0,0
10771,0,0,0
10772,0,0,0
10773,0,0,0
10774,0,0,0
10775,0,0,0
10776,0,0,0
10777,0,0,0
10778,0,0,0
10779,0,0,0
10780,0,0,0
10781,0,0,0
10782,0,0,0
10783,0,0,0
10784,0,0,0
10785,0,0,0
10786,0,0,0
10787,0,0,0
10788,0,0,0
10789,0,0,0
10790,0,0,0
10791,0,0,0
10792,0,0,0
10793,0,0,0
10794,0,0,0
10795,0,0,0
10796,0,0,0
10797,0,0,0
10798,0,0,0
10799,0,0,0
10800,0,0,0
10801,0,0,0
10802,0,0,0
10803,0,0,0
10804,0,0,0
10805,0,0,0
10806,0,0,0
10807,0,0,0
10808,0,0,0
10809,0,0,0
10810,0,0,0
10811,0,0,0
10812,0,0,0
10813,0,0,0
10814,0,0,0
10815,0,0,0
10816,0,0,0
10817,0,0,0
10818,0,0,0
10819,0,0,0
10820,0,0,0
10821,0,0,0
10822,0,0,0
10823,0,0,0
10824,0,0,0
10825,0,0,0
10826,0,0,0
10827,0,0,0
10828,0,0,0
10829,0,0,0
10830,0,0,0
10831,0,0,0
10832,0,0,0
10833,0,0,0
10834,0,0,0
10835,0,0,0
10836,0,0,0
10837,0,0,0
10838,0,0,0
10839,0,0,0
10840,0,0,0
10841,0,0,0
10842,0,0,0
10843,0,0,0
10844,0,0,0
10845,0,0,0
10846,0,0,0
10847,0,0,0
10848,0,0,0
10849,0,0,0
10850,0,0,0
10851,0,0,0
10852,0,0,0
10853,0,0,0
10854,0,0,0
10855,0,0,0
10856,0,0,0
10857,0,0,0
10858,0,0,0
10859,0,0,0
10860,0,0,0
10861,0,0,0
10862,0,0,0
10863,0,0,0
10864,0,0,0
10865,0,0,0
10866,0,0,0
10867,0,0,0
10868,0,0,0
10869,0,0,0
10870,0,0,0
10871,0,0,0
10872,0,0,0
10873,0,0,0
10874,0,0,0
10875,0,0,0
10876,0,0,0
10877,0,0,0
10878,0,0,0
10879,0,0,0
10880,0,0,0
10881,0,0,0
10882,0,0,0
10883,0,0,0
10884,0,0,0
10885,0,0,0
10886,0,0,0
10887,0,0,0
10888,0,0,0
10889,0,0,0
10890,0,0,0
10891,0,0,0
10892,0,0,0
10893,0,0,0
10894,0,0,0
10895,0,0,0
10896,0,0,0
10897,0,0,0
10898,0,0,0
10899,0,0,0
10900,0,0,0
10901,0,0,0
10902,0,0,0
10903,0,0,0
10904,0,0,0
10905,0,0,0
10906,0,0,0
10907,0,0,0
10908,0,0,0
10909,0,0,0
10910,0,0,0
10911,0,0,0
10912,0,0,0
10913,0,0,0
10914,0,0,0
10915,0,0,0
10916,0,0,0
10917,0,0,0
10918,0,0,0
10919,0,0,0
10920,0,0,0
10921,0,0,0
10922,0,0,0
10923,0,0,0
10924,0,0,0
10925,0,0,0
10926,0,0,0
10927,0,0,0
10928,0,0,0
10929,0,0,0
10930,0,0,0
10931,0,0,0
10932,0,0,0
10933,0,0,0
10934,0,0,0
10935,0,0,0
10936,0,0,0
10937,0,0,0
10938,0,0,0
10939,0,0,0
10940,0,0,0
10941,0,0,0
10942,0,0,0
10943,0,0,0
10944,0,0,0
10945,0,0,0
10946,0,0,0
10947,0,0,0
10948,0,0,0
10949,0,0,0
10950,0,0,0
10951,0,0,0
10952,0,0,0
10953,0,0,0
10954,0,0,0
10955,0,0,0
10956,0,0,0
10957,0,0,0
10958,0,0,0
10959,0,0,0
10960,0,0,0
10961,0,0,0
10962,0,0,0
10963,0,0,0
10964,0,0,0
10965,0,0,0
10966,0,0,0
10967,0,0,0
10968,0,0,0
10969,0,0,0
10970,0,0,0
10971,0,0,0
10972,0,0,0
10973,0,0,0
10974,0,0,0
10975,0,0,0
10976,0,0,0
10977,0,0,0
10978,0,0,0
10979,0,0,0
10980,0,0,0
